001039.mp3,6.063471,95.56594,-31.055473,44.59241,3.2615993,18.963356,-1.4884483,9.305568,-1.515245,11.324001,0.17523411,12.27466,-2.4780247,10.584561,-6.4201126,8.658443,-1.9520358,6.210606,-3.5688517,5.485581,19.717028,14.729297,9.967698,9.814626,5.646042,5.022606,5.182163,4.706586,4.3370376,4.2347326,4.3740683,3.9594402,4.379103,4.3781085,3.646534,3.838352,4.11911,3.944012,4.156674,4.337142
001040.mp3,29.169521,79.11667,-19.236471,39.825153,0.13801718,31.989138,-11.140642,10.580736,-6.177038,6.787562,-12.749797,5.721755,-5.311848,0.9488028,-9.243351,2.0626338,-8.313131,4.009706,-6.912192,5.818752,29.301935,15.362257,12.955331,9.3126335,9.435081,6.5500994,7.4600883,6.3673263,6.789911,5.8126893,5.4753046,6.3143754,5.058907,4.656337,4.5282145,4.3179865,4.6504602,5.7263474,5.1602273,6.259031
001066.mp3,-218.2538,163.13474,-19.689737,34.482132,1.4245136,7.5587654,-2.2356129,2.739147,-2.296457,6.4187827,-0.19901091,3.2327433,-5.6716695,1.371205,-0.5659026,3.327678,0.6045454,2.3148346,-0.23496558,0.64930147,55.613068,24.370525,11.695012,9.455492,9.04127,7.6143765,10.362577,7.8201494,9.184148,6.7800198,6.905929,6.80151,6.970409,5.437955,5.8163805,6.1856356,7.85847,6.2481685,5.6896005,5.8659506
001069.mp3,-45.973026,102.35813,-38.111637,22.80674,-4.293316,18.595615,-7.8384056,6.576612,-0.2305609,13.523535,-10.568122,4.3120184,-2.6715326,8.482959,-1.9378129,8.482749,0.16006719,10.0150795,1.2906257,2.5309818,54.74775,32.60924,17.41601,9.698022,10.602382,7.973574,9.822297,6.267412,6.4294024,7.985258,5.975137,7.232993,8.319621,6.6543274,5.6743336,5.812332,7.179041,8.389275,6.156928,5.0884027
001073.mp3,-51.309002,100.82003,-4.6352367,30.597563,-8.361977,17.43201,1.114627,9.820284,-4.2907786,12.793268,-3.0135744,5.5144167,-6.5194187,4.4174743,-7.2736487,6.026675,-3.6976,4.6518393,-3.7045865,3.9083316,48.126472,28.769867,16.119085,10.027234,9.485247,8.129489,6.488638,5.672906,6.3770227,6.582499,5.6694713,5.192795,5.449986,5.824191,5.496266,4.9993606,5.7837954,5.5098495,5.8170733,4.9157796
001075.mp3,-198.08496,82.20569,4.0952067,30.735764,10.91859,19.117657,7.653044,12.891863,2.3790314,7.2151093,0.55177027,6.7545114,0.03461308,5.5826855,0.18691069,6.279594,1.0108315,8.030138,6.268519,10.925182,53.273647,15.659204,13.759053,9.445925,7.2865925,6.4327726,5.527286,4.7389445,4.572327,4.482305,5.027328,4.062395,5.0255976,3.7773323,4.714818,4.012681,3.8788366,5.0684,6.4037933,5.950926
001082.mp3,-273.2835,144.80273,-26.735716,-21.813835,-12.053989,-18.62791,-8.788666,-9.94585,-16.483072,-9.102387,-4.3407793,-14.14545,-16.462894,-11.376525,-10.075368,-8.296896,-2.293142,4.0903945,5.080843,0.90048283,51.907104,17.926538,22.760988,16.19845,9.3065605,9.101971,6.223163,6.0484576,7.335301,9.18238,8.973886,9.014041,13.150722,13.438622,13.683726,14.261725,17.27229,18.448555,19.318523,24.597567
001083.mp3,-31.446465,131.23882,-31.544666,26.17174,-7.0234075,11.73864,0.14655794,22.958204,-1.4956836,7.730007,-2.5200117,5.198302,-4.559394,9.470458,-8.389534,0.8113478,-7.659634,-4.00787,-9.407244,3.849564,25.088644,18.560036,12.909148,12.16384,6.5674047,6.8486586,6.1664414,5.318819,5.1033382,4.544251,4.6857758,4.375821,4.7634044,5.39934,5.9567704,4.794131,5.475902,4.8035455,5.5095835,4.9483523
001087.mp3,-38.5313,97.06771,-27.490469,67.72518,-8.043722,19.593935,9.41018,8.54582,-0.7526677,18.103659,-5.048832,3.703753,-1.6473495,8.487295,-2.4106033,6.420153,-6.022216,-2.0452604,-0.6828059,0.011579875,43.635525,21.632645,15.894719,12.962491,9.678246,7.907039,13.294488,10.334391,8.493068,7.2125325,6.925071,7.7285266,7.75916,8.692882,7.1201353,5.797687,5.920823,6.3298655,7.3066897,6.1403875
001102.mp3,-217.54063,98.420784,-5.942224,23.989765,5.1734776,17.437702,3.9181757,14.960469,3.6081772,12.399362,8.036221,11.477584,-0.42193735,6.029332,-1.0970247,4.746704,-0.05669571,4.478845,2.2344494,3.798089,139.9713,31.107653,28.076532,13.334391,13.41536,8.495643,14.2184725,7.700385,12.125503,9.990417,9.950734,9.784371,10.412028,8.549095,8.32875,5.7393403,7.662092,9.027576,11.739672,9.432719
